SAM001	SAM001	-0.012876207	0.038715372	-0.012712033	-0.041128226
SAM002	SAM002	-0.009466601	0.045746341	-0.018959862	-0.038362729
SAM003	SAM003	-0.082807691	0.018199046	-0.036925544	-0.029549255
SAM004	SAM004	-0.075448536	0.056996386	0.036176769	0.195819294
SAM005	SAM005	-0.072008717	0.058017317	0.037866126	0.20141027
SAM006	SAM006	-0.074682529	0.013717937	-0.047654285	-0.024489787
SAM007	SAM007	0.00543535	0.051604256	-0.011867636	-0.03210469
SAM008	SAM008	-0.083720257	0.027171064	-0.033183652	0.008097283
SAM009	SAM009	0.052361079	-0.083856282	-0.053206421	0.016719681
SAM010	SAM010	0.086960016	-0.04992352	0.029867378	0.036026523
SAM011	SAM011	0.093240259	0.066127633	0.127598738	0.010559332
SAM012	SAM012	0.010118668	-0.112755579	0.011419769	0.017208545
SAM013	SAM013	0.067895164	-0.063837928	-0.036154787	0.04558623
SAM014	SAM014	0.085738269	-0.028805692	0.006890474	0.046360251
SAM015	SAM015	0.048331852	-0.045132587	-0.049300308	0.033392917
SAM016	SAM016	0.061776411	-0.105382281	-0.06814603	0.05187798
SAM017	SAM017	0.029144847	0.087102691	0.049008986	-0.041342027
SAM018	SAM018	0.016772355	0.081671659	0.009414601	-0.045733073
SAM020	SAM020	0.00616665	0.068252964	0.004265684	-0.054625712
SAM021	SAM021	0.042633086	0.057681138	0.055406621	-0.006070033
SAM022	SAM022	0.051698867	-0.105519328	-0.061318467	0.039152089
SAM023	SAM023	0.054874746	-0.057499968	-0.040485998	0.034589505
SAM024	SAM024	0.039342806	-0.103038306	-0.035735375	0.02073985
SAM025	SAM025	0.064455197	-0.053591735	0.056536317	0.012721802
SAM026	SAM026	-0.012682451	0.040037439	-0.025157491	-0.031213632
SAM027	SAM027	-0.138374518	0.020850138	-0.037377618	0.00906301
SAM029	SAM029	-0.135850611	0.02141287	-0.034924951	0.009855746
SAM030	SAM030	0.036005894	-0.053918977	-0.032452315	0.014316047
SAM031	SAM031	0.069903903	-0.0525333	-0.022365305	0.037167662
SAM032	SAM032	0.008012302	-0.070204908	-0.054343218	-0.004846411
SAM033	SAM033	0.086381105	0.007886277	0.037858474	0.03867505
SAM034	SAM034	0.079024127	-0.027907658	-0.003891928	0.04315961
SAM035	SAM035	-0.038100527	0.004822917	-0.062834705	-0.048847273
SAM036	SAM036	-0.015396313	0.03425596	-0.043036157	-0.058529056
SAM037	SAM037	-0.024553267	0.038306045	-0.033772159	-0.035028493
SAM038	SAM038	-0.002465918	0.043809514	0.002366931	-0.036150009
SAM039	SAM039	-0.070834341	0.054033262	0.030600326	0.18873358
SAM040	SAM040	0.017284019	0.014801634	-0.012702889	-0.002289045
SAM041	SAM041	0.064046642	-0.009191581	0.009655181	0.02255529
SAM042	SAM042	0.041690871	-0.098471856	-0.043849696	0.025277664
SAM043	SAM043	-0.022968732	0.035627367	-0.055908873	-0.055403911
SAM044	SAM044	0.00535825	0.040532619	0.005049112	-0.033059482
SAM045	SAM045	0.005297297	0.041794106	-0.002901512	-0.037051638
SAM047	SAM047	0.063732377	0.075637583	0.06013003	-0.016040716
SAM048	SAM048	-0.031869047	0.030209242	-0.034429566	-0.044805778
SAM049	SAM049	0.039924084	-0.0265529	-0.028336254	0.017937408
SAM050	SAM050	0.030065455	0.049028154	0.016631318	-0.01056399
SAM051	SAM051	0.001189845	0.04477647	-0.004079053	-0.022582486
SAM052	SAM052	0.023407248	0.085511738	0.039707042	-0.046085578
SAM053	SAM053	0.033418254	0.087891396	0.033805281	-0.041204074
SAM054	SAM054	0.047524064	-0.054501206	-0.019397577	0.013972326
SAM055	SAM055	0.058690769	-0.034659268	0.023717268	0.006377261
SAM056	SAM056	-0.095314123	-0.120222931	0.148222978	-0.071384489
SAM057	SAM057	0.053711033	-0.051606834	0.038735559	0.002587975
SAM058	SAM058	0.048739308	-0.051979979	-0.003522986	0.021053055
SAM059	SAM059	-0.013781363	0.038390565	-0.016244867	-0.028350608
SAM060	SAM060	0.02508999	-0.064868289	-0.081070831	0.011947607
SAM061	SAM061	-0.012223775	0.024862443	-0.030392414	-0.025415746
SAM062	SAM062	0.005389798	0.04495065	-0.021178633	-0.02177685
SAM063	SAM063	-0.015979155	0.057825219	-0.026453784	-0.058082091
SAM064	SAM064	-0.010364091	0.043752247	-0.016332176	-0.034561963
SAM065	SAM065	0.039576674	-0.104089971	-0.051384839	0.01917387
SAM066	SAM066	0.035496348	0.005033142	-0.005623006	0.019988801
SAM067	SAM067	0.038868313	0.044643051	-0.009784548	-0.030846289
SAM068	SAM068	-0.008644513	-0.039948828	-0.084813708	0.003958292
SAM069	SAM069	0.053156497	0.070784045	0.0553542	0.000781828
SAM070	SAM070	-0.122688836	-0.078594855	0.126050483	-0.033174699
SAM072	SAM072	-0.060399916	-0.034924779	0.000666961	-0.032515187
SAM073	SAM073	0.070564926	-0.02076573	0.055942087	0.012851534
SAM074	SAM074	-0.019786228	0.043152841	-0.055527181	-0.055113447
SAM076	SAM076	-0.137005225	0.021176283	-0.035393005	0.009910377
SAM077	SAM077	-0.063058637	0.059609059	0.034237611	0.173233972
SAM078	SAM078	-0.13620766	0.021233975	-0.035992463	0.00959356
SAM080	SAM080	-0.01544607	0.049309647	-0.043785372	-0.060050945
SAM081	SAM081	0.055921789	-0.091188326	-0.048908783	0.023427416
SAM082	SAM082	-0.116400949	0.016201681	-0.022923575	0.010405895
SAM083	SAM083	-0.102970635	-0.003920065	-0.124883989	-0.078850346
SAM084	SAM084	-0.043637186	0.018094881	-0.049719713	-0.039534441
SAM088	SAM088	-0.017916346	0.052566551	-0.023810458	-0.046347118
SAM090	SAM090	0.047534505	0.081179136	0.067659166	-0.013931203
SAM091	SAM091	-0.133568835	0.05894586	0.044222652	0.287602966
SAM092	SAM092	-0.074554059	0.011810878	-0.020401251	-0.015270909
SAM095	SAM095	-0.131889544	0.058795665	0.045093328	0.285186734
SAM096	SAM096	0.048547552	-0.051249222	-0.016261197	0.014039554
SAM097	SAM097	-0.083818119	0.016069881	-0.03517357	-0.027375494
SAM098	SAM098	-0.080613384	-0.125063468	0.122365069	-0.07181578
SAM099	SAM099	-0.038043579	-0.095952416	0.144523851	-0.046792851
SAM100	SAM100	-0.073972808	-0.126378523	0.162156324	-0.062034185
SAM101	SAM101	-0.064928867	-0.118606815	0.142836112	-0.063015433
SAM102	SAM102	-0.062112936	-0.118807465	0.165589832	-0.052823807
SAM103	SAM103	-0.051147293	-0.107620108	0.164721462	-0.049436646
SAM104	SAM104	0.048530312	0.073030543	0.072943348	-0.00058452
SAM105	SAM105	-0.006858637	0.047163439	-0.016001066	-0.031797368
SAM106	SAM106	0.038933825	-0.106371999	-0.043548053	0.019856605
SAM107	SAM107	0.042931541	-0.068843824	-0.066355368	0.035407545
SAM108	SAM108	0.025662081	-0.061292328	-0.01058981	0.003351229
SAM109	SAM109	-0.0207522	0.029997488	-0.028069218	-0.041606781
SAM110	SAM110	-0.126615278	0.057815577	0.044943039	0.274673829
SAM111	SAM111	-0.138457509	0.020656478	-0.036458109	0.00900421
SAM112	SAM112	-0.112308175	0.04112917	0.019986783	0.174936268
SAM113	SAM113	-0.075764382	0.0185629	-0.035123548	-0.02938345
SAM114	SAM114	-0.09720103	-0.107414939	0.11028207	-0.035235846
SAM115	SAM115	0.059508211	-0.056620321	-0.044824415	0.053703036
SAM116	SAM116	-0.062783315	0.060138637	0.037151086	0.178262162
SAM117	SAM117	-0.064337192	-0.097904983	0.142703617	-0.041296037
SAM118	SAM118	0.022403574	-0.052445587	-0.059769288	0.026739415
SAM119	SAM119	0.03153892	-0.044110515	-0.048681372	0.019086664
SAM121	SAM121	0.044952548	-0.023052421	-0.016148392	0.021889838
SAM122	SAM122	0.095131914	0.003984841	0.054050273	0.035805353
SAM123	SAM123	-0.001660194	0.049104094	-0.029587313	-0.040660534
SAM124	SAM124	-0.02167247	0.060454917	-0.018100976	-0.05158847
SAM126	SAM126	-0.015692124	0.056753467	-0.025451192	-0.056919638
SAM129	SAM129	-0.135385592	0.021943517	-0.035536789	0.009378639
SAM130	SAM130	-0.012213831	0.057091401	-0.024430169	-0.053641631
SAM131	SAM131	-0.037853476	0.027491168	-0.053482102	-0.038783531
SAM132	SAM132	-0.038471235	0.026544372	-0.051700604	-0.037974782
SAM133	SAM133	0.021626894	0.099280647	0.015945773	-0.069903057
SAM134	SAM134	-0.128336071	0.048714391	0.046079468	0.233789886
SAM135	SAM135	0.015438982	0.01562018	-0.01343615	-0.008607987
SAM136	SAM136	0.06433468	-0.067360679	-0.041758814	0.042066687
SAM137	SAM137	0.048747402	-0.04103517	-0.056847394	0.035337033
SAM138	SAM138	0.030202495	0.060830386	0.031981399	-0.016476825
SAM139	SAM139	0.025615006	0.066066037	0.026204056	-0.016640433
SAM140	SAM140	0.039763329	0.059906706	0.023675992	-0.033212174
SAM141	SAM141	0.103514367	0.083905622	0.128681825	0.012989928
SAM142	SAM142	0.042734921	-0.051093036	-0.053826407	0.041202853
SAM143	SAM143	0.036326441	-0.026608394	-0.046964265	0.008973644
SAM144	SAM144	0.008352183	-0.116529043	-0.061535753	0.014586207
SAM145	SAM145	-0.025476471	0.048453872	-0.033103611	-0.061602559
SAM146	SAM146	-0.059681317	-0.034943374	-0.001113449	-0.029120045
SAM147	SAM147	-0.091529544	0.015580063	0.001024517	0.018400598
SAM148	SAM148	0.083335126	0.038945478	0.077757923	0.030747733
SAM149	SAM149	-0.058622345	-0.070416249	0.076428387	-0.052339389
SAM150	SAM150	0.071851514	0.063644482	0.074441746	-0.002531945
SAM151	SAM151	0.083227902	0.083585421	0.11004834	0.00710982
SAM152	SAM152	0.052206548	0.091803173	0.040362361	-0.039935455
SAM153	SAM153	0.043399694	0.058225691	0.047374721	-0.020964408
SAM154	SAM154	0.081364509	-0.025771162	-0.003854616	0.044341993
SAM155	SAM155	0.050777347	0.060154391	0.04198608	-0.007972343
SAM156	SAM156	-0.006128089	0.044889602	-0.016836636	-0.040464404
SAM157	SAM157	-0.0211616	0.038307432	-0.028767089	-0.020327199
SAM158	SAM158	-0.033734953	0.062409386	-0.031748888	-0.064972925
SAM159	SAM159	-0.035469588	0.021607214	-0.037404638	-0.043349042
SAM160	SAM160	0.043910619	0.058215446	0.067229793	-0.004029673
SAM161	SAM161	0.067048196	-0.106531764	-0.072753506	0.053113563
SAM162	SAM162	0.071117094	-0.074968369	-0.040124905	0.046650629
SAM163	SAM163	0.051046072	-0.080629472	-0.071043815	0.052145075
